Date,Product,Category,Units_Sold,Price,Stock_Level,Revenue,Promotion,Day_Of_Week,Month
2025-02-26,Henley Shirt,Casual Wear,16,38,243,608,0,2,2
2025-02-27,Henley Shirt,Casual Wear,10,38,233,380,0,3,2
2025-02-28,Henley Shirt,Casual Wear,11,38,222,418,0,4,2
2025-03-01,Henley Shirt,Casual Wear,9,38,213,342,0,5,3
2025-03-02,Henley Shirt,Casual Wear,18,38,195,684,0,6,3
2025-03-03,Henley Shirt,Casual Wear,12,38,183,456,0,0,3
2025-03-04,Henley Shirt,Casual Wear,21,38,162,798,1,1,3
2025-03-05,Henley Shirt,Casual Wear,11,38,151,418,0,2,3
2025-03-06,Henley Shirt,Casual Wear,13,38,138,494,0,3,3
2025-03-07,Henley Shirt,Casual Wear,13,38,125,494,0,4,3
2025-03-08,Henley Shirt,Casual Wear,15,38,110,570,0,5,3
2025-03-09,Henley Shirt,Casual Wear,14,38,96,532,0,6,3
2025-03-10,Henley Shirt,Casual Wear,14,38,82,532,0,0,3
2025-03-11,Henley Shirt,Casual Wear,13,38,271,494,0,1,3
2025-03-12,Henley Shirt,Casual Wear,13,38,258,494,0,2,3
2025-03-13,Henley Shirt,Casual Wear,13,38,245,494,0,3,3
2025-03-14,Henley Shirt,Casual Wear,9,38,236,342,0,4,3
2025-03-15,Henley Shirt,Casual Wear,12,38,224,456,0,5,3
2025-03-16,Henley Shirt,Casual Wear,15,38,209,570,0,6,3
2025-03-17,Henley Shirt,Casual Wear,14,38,195,532,0,0,3
2025-03-18,Henley Shirt,Casual Wear,21,38,174,798,1,1,3
2025-03-19,Henley Shirt,Casual Wear,15,38,159,570,0,2,3
2025-03-20,Henley Shirt,Casual Wear,16,38,143,608,0,3,3
2025-03-21,Henley Shirt,Casual Wear,15,38,128,570,0,4,3
2025-03-22,Henley Shirt,Casual Wear,14,38,114,532,0,5,3
2025-03-23,Henley Shirt,Casual Wear,12,38,102,456,0,6,3
2025-03-24,Henley Shirt,Casual Wear,9,38,93,342,1,0,3
2025-03-25,Henley Shirt,Casual Wear,11,38,82,418,0,1,3
2025-03-26,Henley Shirt,Casual Wear,14,38,409,532,0,2,3
2025-03-27,Henley Shirt,Casual Wear,10,38,399,380,0,3,3
2025-03-28,Henley Shirt,Casual Wear,16,38,383,608,0,4,3
2025-03-29,Henley Shirt,Casual Wear,16,38,367,608,0,5,3
2025-03-30,Henley Shirt,Casual Wear,14,38,353,532,0,6,3
2025-03-31,Henley Shirt,Casual Wear,16,38,337,608,0,0,3
2025-04-01,Henley Shirt,Casual Wear,10,38,327,380,0,1,4
2025-04-02,Henley Shirt,Casual Wear,15,38,312,570,0,2,4
2025-04-03,Henley Shirt,Casual Wear,12,38,300,456,0,3,4
2025-04-04,Henley Shirt,Casual Wear,12,38,288,456,0,4,4
2025-04-05,Henley Shirt,Casual Wear,15,38,273,570,0,5,4
2025-04-06,Henley Shirt,Casual Wear,16,38,257,608,0,6,4
2025-04-07,Henley Shirt,Casual Wear,10,38,247,380,0,0,4
2025-04-08,Henley Shirt,Casual Wear,15,38,232,570,0,1,4
2025-04-09,Henley Shirt,Casual Wear,13,38,219,494,0,2,4
2025-04-10,Henley Shirt,Casual Wear,8,38,211,304,0,3,4
2025-04-11,Henley Shirt,Casual Wear,5,38,206,190,0,4,4
2025-04-12,Henley Shirt,Casual Wear,19,38,187,722,0,5,4
2025-04-13,Henley Shirt,Casual Wear,15,38,172,570,0,6,4
2025-04-14,Henley Shirt,Casual Wear,11,38,161,418,1,0,4
2025-04-15,Henley Shirt,Casual Wear,10,38,151,380,0,1,4
2025-04-16,Henley Shirt,Casual Wear,14,38,137,532,0,2,4
2025-04-17,Henley Shirt,Casual Wear,11,38,126,418,0,3,4
2025-04-18,Henley Shirt,Casual Wear,15,38,111,570,1,4,4
2025-04-19,Henley Shirt,Casual Wear,16,38,95,608,0,5,4
2025-04-20,Henley Shirt,Casual Wear,15,38,80,570,0,6,4
2025-04-21,Henley Shirt,Casual Wear,13,38,323,494,0,0,4
2025-04-22,Henley Shirt,Casual Wear,13,38,310,494,0,1,4
2025-04-23,Henley Shirt,Casual Wear,8,38,302,304,0,2,4
2025-04-24,Henley Shirt,Casual Wear,14,38,288,532,0,3,4
2025-04-25,Henley Shirt,Casual Wear,16,38,272,608,0,4,4
2025-04-26,Henley Shirt,Casual Wear,17,38,255,646,0,5,4
2025-04-27,Henley Shirt,Casual Wear,14,38,241,532,0,6,4
2025-04-28,Henley Shirt,Casual Wear,13,38,228,494,0,0,4
2025-04-29,Henley Shirt,Casual Wear,13,38,215,494,0,1,4
2025-04-30,Henley Shirt,Casual Wear,14,38,201,532,0,2,4
2025-05-01,Henley Shirt,Casual Wear,14,38,187,532,0,3,5
2025-05-02,Henley Shirt,Casual Wear,16,38,171,608,0,4,5
2025-05-03,Henley Shirt,Casual Wear,13,38,158,494,0,5,5
2025-05-04,Henley Shirt,Casual Wear,17,38,141,646,0,6,5
2025-05-05,Henley Shirt,Casual Wear,10,38,131,380,0,0,5
2025-05-06,Henley Shirt,Casual Wear,13,38,118,494,0,1,5
2025-05-07,Henley Shirt,Casual Wear,12,38,106,456,0,2,5
2025-05-08,Henley Shirt,Casual Wear,10,38,96,380,0,3,5
2025-05-09,Henley Shirt,Casual Wear,11,38,85,418,0,4,5
2025-05-10,Henley Shirt,Casual Wear,11,38,378,418,0,5,5
2025-05-11,Henley Shirt,Casual Wear,13,38,365,494,1,6,5
2025-05-12,Henley Shirt,Casual Wear,2,38,363,76,0,0,5
2025-05-13,Henley Shirt,Casual Wear,13,38,350,494,0,1,5
2025-05-14,Henley Shirt,Casual Wear,14,38,336,532,1,2,5
2025-05-15,Henley Shirt,Casual Wear,21,38,315,798,1,3,5
2025-05-16,Henley Shirt,Casual Wear,12,38,303,456,0,4,5
2025-05-17,Henley Shirt,Casual Wear,13,38,290,494,0,5,5
2025-05-18,Henley Shirt,Casual Wear,15,38,275,570,0,6,5
2025-05-19,Henley Shirt,Casual Wear,10,38,265,380,0,0,5
2025-05-20,Henley Shirt,Casual Wear,8,38,257,304,0,1,5
2025-05-21,Henley Shirt,Casual Wear,12,38,245,456,0,2,5
2025-05-22,Henley Shirt,Casual Wear,9,38,236,342,0,3,5
2025-05-23,Henley Shirt,Casual Wear,14,38,222,532,0,4,5
2025-05-24,Henley Shirt,Casual Wear,21,38,201,798,0,5,5
2025-05-25,Henley Shirt,Casual Wear,13,38,188,494,0,6,5
2025-05-26,Henley Shirt,Casual Wear,16,38,172,608,0,0,5
2025-05-27,Henley Shirt,Casual Wear,7,38,165,266,0,1,5
2025-05-28,Henley Shirt,Casual Wear,14,38,151,532,0,2,5
2025-05-29,Henley Shirt,Casual Wear,12,38,139,456,0,3,5
2025-05-30,Henley Shirt,Casual Wear,13,38,126,494,0,4,5
2025-05-31,Henley Shirt,Casual Wear,18,38,108,684,0,5,5
2025-06-01,Henley Shirt,Casual Wear,15,38,93,570,0,6,6
2025-06-02,Henley Shirt,Casual Wear,7,38,86,266,0,0,6
2025-06-03,Henley Shirt,Casual Wear,14,38,329,532,0,1,6
2025-06-04,Henley Shirt,Casual Wear,13,38,316,494,0,2,6
2025-06-05,Henley Shirt,Casual Wear,12,38,304,456,0,3,6
2025-06-06,Henley Shirt,Casual Wear,12,38,292,456,0,4,6
2025-06-07,Henley Shirt,Casual Wear,13,38,279,494,0,5,6
2025-06-08,Henley Shirt,Casual Wear,11,38,268,418,0,6,6
2025-06-09,Henley Shirt,Casual Wear,8,38,260,304,0,0,6
2025-06-10,Henley Shirt,Casual Wear,12,38,248,456,0,1,6
2025-06-11,Henley Shirt,Casual Wear,10,38,238,380,0,2,6
2025-06-12,Henley Shirt,Casual Wear,9,38,229,342,0,3,6
2025-06-13,Henley Shirt,Casual Wear,12,38,217,456,0,4,6
2025-06-14,Henley Shirt,Casual Wear,11,38,206,418,0,5,6
2025-06-15,Henley Shirt,Casual Wear,14,38,192,532,0,6,6
2025-06-16,Henley Shirt,Casual Wear,19,38,173,722,1,0,6
2025-06-17,Henley Shirt,Casual Wear,19,38,154,722,0,1,6
2025-06-18,Henley Shirt,Casual Wear,14,38,140,532,0,2,6
2025-06-19,Henley Shirt,Casual Wear,15,38,125,570,0,3,6
2025-06-20,Henley Shirt,Casual Wear,12,38,113,456,0,4,6
2025-06-21,Henley Shirt,Casual Wear,13,38,100,494,0,5,6
2025-06-22,Henley Shirt,Casual Wear,17,38,83,646,1,6,6
2025-06-23,Henley Shirt,Casual Wear,12,38,353,456,0,0,6
2025-06-24,Henley Shirt,Casual Wear,14,38,339,532,0,1,6
2025-06-25,Henley Shirt,Casual Wear,10,38,329,380,0,2,6
2025-06-26,Henley Shirt,Casual Wear,14,38,315,532,0,3,6
2025-06-27,Henley Shirt,Casual Wear,6,38,309,228,0,4,6
2025-06-28,Henley Shirt,Casual Wear,19,38,290,722,0,5,6
2025-06-29,Henley Shirt,Casual Wear,17,38,273,646,0,6,6
2025-06-30,Henley Shirt,Casual Wear,11,38,262,418,0,0,6
2025-07-01,Henley Shirt,Casual Wear,15,38,247,570,0,1,7
2025-07-02,Henley Shirt,Casual Wear,15,38,232,570,0,2,7
2025-07-03,Henley Shirt,Casual Wear,11,38,221,418,0,3,7
2025-07-04,Henley Shirt,Casual Wear,11,38,210,418,0,4,7
2025-07-05,Henley Shirt,Casual Wear,16,38,194,608,1,5,7
2025-07-06,Henley Shirt,Casual Wear,15,38,179,570,0,6,7
2025-07-07,Henley Shirt,Casual Wear,7,38,172,266,0,0,7
2025-07-08,Henley Shirt,Casual Wear,14,38,158,532,0,1,7
2025-07-09,Henley Shirt,Casual Wear,14,38,144,532,0,2,7
2025-07-10,Henley Shirt,Casual Wear,10,38,134,380,1,3,7
2025-07-11,Henley Shirt,Casual Wear,16,38,118,608,0,4,7
2025-07-12,Henley Shirt,Casual Wear,13,38,105,494,0,5,7
2025-07-13,Henley Shirt,Casual Wear,23,38,82,874,0,6,7
2025-07-14,Henley Shirt,Casual Wear,12,38,310,456,0,0,7
2025-07-15,Henley Shirt,Casual Wear,16,38,294,608,0,1,7
2025-07-16,Henley Shirt,Casual Wear,14,38,280,532,0,2,7
2025-07-17,Henley Shirt,Casual Wear,9,38,271,342,0,3,7
2025-07-18,Henley Shirt,Casual Wear,15,38,256,570,1,4,7
2025-07-19,Henley Shirt,Casual Wear,9,38,247,342,0,5,7
2025-07-20,Henley Shirt,Casual Wear,16,38,231,608,0,6,7
2025-07-21,Henley Shirt,Casual Wear,15,38,216,570,1,0,7
2025-07-22,Henley Shirt,Casual Wear,14,38,202,532,1,1,7
2025-07-23,Henley Shirt,Casual Wear,12,38,190,456,0,2,7
2025-07-24,Henley Shirt,Casual Wear,12,38,178,456,0,3,7
2025-07-25,Henley Shirt,Casual Wear,14,38,164,532,1,4,7
2025-07-26,Henley Shirt,Casual Wear,16,38,148,608,0,5,7
2025-07-27,Henley Shirt,Casual Wear,15,38,133,570,0,6,7
2025-07-28,Henley Shirt,Casual Wear,22,38,111,836,1,0,7
2025-07-29,Henley Shirt,Casual Wear,16,38,95,608,0,1,7
2025-07-30,Henley Shirt,Casual Wear,13,38,82,494,0,2,7
2025-07-31,Henley Shirt,Casual Wear,10,38,402,380,0,3,7
2025-08-01,Henley Shirt,Casual Wear,13,38,389,494,0,4,8
2025-08-02,Henley Shirt,Casual Wear,17,38,372,646,1,5,8
2025-08-03,Henley Shirt,Casual Wear,15,38,357,570,0,6,8
2025-08-04,Henley Shirt,Casual Wear,11,38,346,418,0,0,8
2025-08-05,Henley Shirt,Casual Wear,11,38,335,418,0,1,8
2025-08-06,Henley Shirt,Casual Wear,9,38,326,342,0,2,8
2025-08-07,Henley Shirt,Casual Wear,10,38,316,380,0,3,8
2025-08-08,Henley Shirt,Casual Wear,6,38,310,228,0,4,8
2025-08-09,Henley Shirt,Casual Wear,15,38,295,570,1,5,8
2025-08-10,Henley Shirt,Casual Wear,19,38,276,722,0,6,8
2025-08-11,Henley Shirt,Casual Wear,13,38,263,494,1,0,8
2025-08-12,Henley Shirt,Casual Wear,15,38,248,570,0,1,8
2025-08-13,Henley Shirt,Casual Wear,15,38,233,570,0,2,8
2025-08-14,Henley Shirt,Casual Wear,9,38,224,342,0,3,8
2025-08-15,Henley Shirt,Casual Wear,6,38,218,228,0,4,8
2025-08-16,Henley Shirt,Casual Wear,13,38,205,494,1,5,8
2025-08-17,Henley Shirt,Casual Wear,12,38,193,456,0,6,8
2025-08-18,Henley Shirt,Casual Wear,17,38,176,646,0,0,8
2025-08-19,Henley Shirt,Casual Wear,14,38,162,532,1,1,8
2025-08-20,Henley Shirt,Casual Wear,12,38,150,456,0,2,8
2025-08-21,Henley Shirt,Casual Wear,19,38,131,722,1,3,8
2025-08-22,Henley Shirt,Casual Wear,15,38,116,570,1,4,8
2025-08-23,Henley Shirt,Casual Wear,19,38,97,722,1,5,8
2025-08-24,Henley Shirt,Casual Wear,16,38,81,608,0,6,8
2025-08-25,Henley Shirt,Casual Wear,13,38,268,494,1,0,8
2025-08-26,Henley Shirt,Casual Wear,12,38,256,456,0,1,8
2025-08-27,Henley Shirt,Casual Wear,15,38,241,570,1,2,8
2025-08-28,Henley Shirt,Casual Wear,8,38,233,304,0,3,8
2025-08-29,Henley Shirt,Casual Wear,11,38,222,418,0,4,8
2025-08-30,Henley Shirt,Casual Wear,11,38,211,418,0,5,8
2025-08-31,Henley Shirt,Casual Wear,17,38,194,646,1,6,8
2025-09-01,Henley Shirt,Casual Wear,14,38,180,532,0,0,9
2025-09-02,Henley Shirt,Casual Wear,12,38,168,456,0,1,9
2025-09-03,Henley Shirt,Casual Wear,13,38,155,494,0,2,9
2025-09-04,Henley Shirt,Casual Wear,12,38,143,456,0,3,9
2025-09-05,Henley Shirt,Casual Wear,11,38,132,418,0,4,9
2025-09-06,Henley Shirt,Casual Wear,20,38,112,760,1,5,9
2025-09-07,Henley Shirt,Casual Wear,10,38,102,380,0,6,9
2025-09-08,Henley Shirt,Casual Wear,14,38,88,532,0,0,9
2025-09-09,Henley Shirt,Casual Wear,9,38,324,342,0,1,9
2025-09-10,Henley Shirt,Casual Wear,7,38,317,266,0,2,9
2025-09-11,Henley Shirt,Casual Wear,12,38,305,456,0,3,9
2025-09-12,Henley Shirt,Casual Wear,15,38,290,570,0,4,9
2025-09-13,Henley Shirt,Casual Wear,15,38,275,570,0,5,9
2025-09-14,Henley Shirt,Casual Wear,19,38,256,722,0,6,9
2025-09-15,Henley Shirt,Casual Wear,15,38,241,570,0,0,9
2025-09-16,Henley Shirt,Casual Wear,12,38,229,456,0,1,9
2025-09-17,Henley Shirt,Casual Wear,10,38,219,380,0,2,9
2025-09-18,Henley Shirt,Casual Wear,9,38,210,342,0,3,9
2025-09-19,Henley Shirt,Casual Wear,14,38,196,532,0,4,9
2025-09-20,Henley Shirt,Casual Wear,11,38,185,418,0,5,9
2025-09-21,Henley Shirt,Casual Wear,13,38,172,494,0,6,9
2025-09-22,Henley Shirt,Casual Wear,12,38,160,456,0,0,9
2025-09-23,Henley Shirt,Casual Wear,15,38,145,570,0,1,9
2025-09-24,Henley Shirt,Casual Wear,6,38,139,228,0,2,9
2025-09-25,Henley Shirt,Casual Wear,12,38,127,456,0,3,9
2025-09-26,Henley Shirt,Casual Wear,9,38,118,342,0,4,9
2025-09-27,Henley Shirt,Casual Wear,13,38,105,494,0,5,9
2025-09-28,Henley Shirt,Casual Wear,18,38,87,684,0,6,9
2025-09-29,Henley Shirt,Casual Wear,15,38,357,570,0,0,9
2025-09-30,Henley Shirt,Casual Wear,21,38,336,798,1,1,9
2025-10-01,Henley Shirt,Casual Wear,13,38,323,494,0,2,10
2025-10-02,Henley Shirt,Casual Wear,17,38,306,646,0,3,10
2025-10-03,Henley Shirt,Casual Wear,9,38,297,342,0,4,10
2025-10-04,Henley Shirt,Casual Wear,9,38,288,342,0,5,10
2025-10-05,Henley Shirt,Casual Wear,15,38,273,570,0,6,10
2025-10-06,Henley Shirt,Casual Wear,12,38,261,456,0,0,10
2025-10-07,Henley Shirt,Casual Wear,13,38,248,494,0,1,10
2025-10-08,Henley Shirt,Casual Wear,14,38,234,532,0,2,10
2025-10-09,Henley Shirt,Casual Wear,17,38,217,646,0,3,10
2025-10-10,Henley Shirt,Casual Wear,13,38,204,494,0,4,10
2025-10-11,Henley Shirt,Casual Wear,16,38,188,608,1,5,10
2025-10-12,Henley Shirt,Casual Wear,10,38,178,380,0,6,10
2025-10-13,Henley Shirt,Casual Wear,17,38,161,646,0,0,10
2025-10-14,Henley Shirt,Casual Wear,11,38,150,418,0,1,10
2025-10-15,Henley Shirt,Casual Wear,15,38,135,570,0,2,10
2025-10-16,Henley Shirt,Casual Wear,9,38,126,342,0,3,10
2025-10-17,Henley Shirt,Casual Wear,13,38,113,494,0,4,10
2025-10-18,Henley Shirt,Casual Wear,12,38,101,456,0,5,10
2025-10-19,Henley Shirt,Casual Wear,7,38,94,266,0,6,10
2025-10-20,Henley Shirt,Casual Wear,15,38,462,570,0,0,10
2025-10-21,Henley Shirt,Casual Wear,8,38,454,304,0,1,10
2025-10-22,Henley Shirt,Casual Wear,11,38,443,418,0,2,10
2025-10-23,Henley Shirt,Casual Wear,8,38,435,304,0,3,10
2025-10-24,Henley Shirt,Casual Wear,15,38,420,570,0,4,10
2025-10-25,Henley Shirt,Casual Wear,15,38,405,570,0,5,10
2025-10-26,Henley Shirt,Casual Wear,15,38,390,570,0,6,10
2025-10-27,Henley Shirt,Casual Wear,12,38,378,456,0,0,10
2025-10-28,Henley Shirt,Casual Wear,13,38,365,494,0,1,10
2025-10-29,Henley Shirt,Casual Wear,13,38,352,494,0,2,10
2025-10-30,Henley Shirt,Casual Wear,12,38,340,456,0,3,10
2025-10-31,Henley Shirt,Casual Wear,11,38,329,418,0,4,10
2025-11-01,Henley Shirt,Casual Wear,18,38,311,684,0,5,11
2025-11-02,Henley Shirt,Casual Wear,20,38,291,760,0,6,11
2025-11-03,Henley Shirt,Casual Wear,21,38,270,798,1,0,11
2025-11-04,Henley Shirt,Casual Wear,22,38,248,836,1,1,11
2025-11-05,Henley Shirt,Casual Wear,15,38,233,570,0,2,11
2025-11-06,Henley Shirt,Casual Wear,22,38,211,836,1,3,11
2025-11-07,Henley Shirt,Casual Wear,17,38,194,646,0,4,11
2025-11-08,Henley Shirt,Casual Wear,21,38,173,798,0,5,11
2025-11-09,Henley Shirt,Casual Wear,18,38,155,684,0,6,11
2025-11-10,Henley Shirt,Casual Wear,13,38,142,494,0,0,11
2025-11-11,Henley Shirt,Casual Wear,21,38,121,798,0,1,11
2025-11-12,Henley Shirt,Casual Wear,23,38,98,874,1,2,11
2025-11-13,Henley Shirt,Casual Wear,16,38,82,608,0,3,11
2025-11-14,Henley Shirt,Casual Wear,16,38,317,608,0,4,11
2025-11-15,Henley Shirt,Casual Wear,20,38,297,760,0,5,11
2025-11-16,Henley Shirt,Casual Wear,12,38,285,456,0,6,11
2025-11-17,Henley Shirt,Casual Wear,18,38,267,684,0,0,11
2025-11-18,Henley Shirt,Casual Wear,16,38,251,608,0,1,11
2025-11-19,Henley Shirt,Casual Wear,16,38,235,608,0,2,11
2025-11-20,Henley Shirt,Casual Wear,14,38,221,532,0,3,11
2025-11-21,Henley Shirt,Casual Wear,18,38,203,684,0,4,11
2025-11-22,Henley Shirt,Casual Wear,17,38,186,646,0,5,11
2025-11-23,Henley Shirt,Casual Wear,22,38,164,836,0,6,11
2025-11-24,Henley Shirt,Casual Wear,17,38,147,646,0,0,11
2025-11-25,Henley Shirt,Casual Wear,18,38,129,684,0,1,11
2025-11-26,Henley Shirt,Casual Wear,17,38,112,646,0,2,11
2025-11-27,Henley Shirt,Casual Wear,25,38,87,950,1,3,11
2025-11-28,Henley Shirt,Casual Wear,18,38,280,684,0,4,11
2025-11-29,Henley Shirt,Casual Wear,18,38,262,684,0,5,11
2025-11-30,Henley Shirt,Casual Wear,24,38,238,912,0,6,11
2025-12-01,Henley Shirt,Casual Wear,18,38,220,684,0,0,12
2025-12-02,Henley Shirt,Casual Wear,19,38,201,722,0,1,12
2025-12-03,Henley Shirt,Casual Wear,11,38,190,418,0,2,12
2025-12-04,Henley Shirt,Casual Wear,15,38,175,570,0,3,12
2025-12-05,Henley Shirt,Casual Wear,16,38,159,608,0,4,12
2025-12-06,Henley Shirt,Casual Wear,17,38,142,646,0,5,12
2025-12-07,Henley Shirt,Casual Wear,22,38,120,836,0,6,12
2025-12-08,Henley Shirt,Casual Wear,15,38,105,570,0,0,12
2025-12-09,Henley Shirt,Casual Wear,17,38,88,646,0,1,12
2025-12-10,Henley Shirt,Casual Wear,18,38,339,684,0,2,12
2025-12-11,Henley Shirt,Casual Wear,14,38,325,532,0,3,12
2025-12-12,Henley Shirt,Casual Wear,17,38,308,646,0,4,12
2025-12-13,Henley Shirt,Casual Wear,21,38,287,798,0,5,12
2025-12-14,Henley Shirt,Casual Wear,24,38,263,912,0,6,12
2025-12-15,Henley Shirt,Casual Wear,12,38,251,456,0,0,12
2025-12-16,Henley Shirt,Casual Wear,17,38,234,646,0,1,12
2025-12-17,Henley Shirt,Casual Wear,17,38,217,646,0,2,12
2025-12-18,Henley Shirt,Casual Wear,15,38,202,570,0,3,12
2025-12-19,Henley Shirt,Casual Wear,11,38,191,418,0,4,12
2025-12-20,Henley Shirt,Casual Wear,17,38,174,646,0,5,12
2025-12-21,Henley Shirt,Casual Wear,19,38,155,722,0,6,12
2025-12-22,Henley Shirt,Casual Wear,22,38,133,836,1,0,12
2025-12-23,Henley Shirt,Casual Wear,13,38,120,494,0,1,12
2025-12-24,Henley Shirt,Casual Wear,19,38,101,722,0,2,12
2025-12-25,Henley Shirt,Casual Wear,16,38,85,608,0,3,12
2025-12-26,Henley Shirt,Casual Wear,19,38,362,722,0,4,12
2025-12-27,Henley Shirt,Casual Wear,21,38,341,798,0,5,12
2025-12-28,Henley Shirt,Casual Wear,17,38,324,646,0,6,12
2025-12-29,Henley Shirt,Casual Wear,17,38,307,646,0,0,12
2025-12-30,Henley Shirt,Casual Wear,22,38,285,836,0,1,12
2025-12-31,Henley Shirt,Casual Wear,18,38,267,684,0,2,12
2025-01-01,Sweatshirt,Casual Wear,26,48,241,1248,0,2,1
2025-01-02,Sweatshirt,Casual Wear,28,48,213,1344,1,3,1
2025-01-03,Sweatshirt,Casual Wear,25,48,188,1200,0,4,1
2025-01-04,Sweatshirt,Casual Wear,42,48,146,2016,1,5,1
2025-01-05,Sweatshirt,Casual Wear,26,48,120,1248,0,6,1
2025-01-06,Sweatshirt,Casual Wear,20,48,100,960,0,0,1
2025-01-07,Sweatshirt,Casual Wear,22,48,340,1056,0,1,1
2025-01-08,Sweatshirt,Casual Wear,30,48,310,1440,1,2,1
2025-01-09,Sweatshirt,Casual Wear,27,48,283,1296,0,3,1
2025-01-10,Sweatshirt,Casual Wear,22,48,261,1056,0,4,1
2025-01-11,Sweatshirt,Casual Wear,30,48,231,1440,0,5,1
2025-01-12,Sweatshirt,Casual Wear,26,48,205,1248,0,6,1
2025-01-13,Sweatshirt,Casual Wear,28,48,177,1344,0,0,1
2025-01-14,Sweatshirt,Casual Wear,24,48,153,1152,0,1,1
2025-01-15,Sweatshirt,Casual Wear,21,48,132,1008,0,2,1
2025-01-16,Sweatshirt,Casual Wear,26,48,106,1248,0,3,1
2025-01-17,Sweatshirt,Casual Wear,31,48,315,1488,1,4,1
2025-01-18,Sweatshirt,Casual Wear,27,48,288,1296,0,5,1
2025-01-19,Sweatshirt,Casual Wear,28,48,260,1344,0,6,1
2025-01-20,Sweatshirt,Casual Wear,22,48,238,1056,0,0,1
2025-01-21,Sweatshirt,Casual Wear,20,48,218,960,0,1,1
2025-01-22,Sweatshirt,Casual Wear,25,48,193,1200,0,2,1
2025-01-23,Sweatshirt,Casual Wear,26,48,167,1248,0,3,1
2025-01-24,Sweatshirt,Casual Wear,23,48,144,1104,0,4,1
2025-01-25,Sweatshirt,Casual Wear,36,48,108,1728,0,5,1
2025-01-26,Sweatshirt,Casual Wear,33,48,355,1584,0,6,1
2025-01-27,Sweatshirt,Casual Wear,25,48,330,1200,0,0,1
2025-01-28,Sweatshirt,Casual Wear,23,48,307,1104,0,1,1
2025-01-29,Sweatshirt,Casual Wear,27,48,280,1296,0,2,1
2025-01-30,Sweatshirt,Casual Wear,24,48,256,1152,0,3,1
2025-01-31,Sweatshirt,Casual Wear,32,48,224,1536,1,4,1
2025-02-01,Sweatshirt,Casual Wear,26,48,198,1248,0,5,2
2025-02-02,Sweatshirt,Casual Wear,36,48,162,1728,1,6,2
2025-02-03,Sweatshirt,Casual Wear,28,48,134,1344,0,0,2
2025-02-04,Sweatshirt,Casual Wear,30,48,104,1440,0,1,2
2025-02-05,Sweatshirt,Casual Wear,21,48,83,1008,0,2,2
2025-02-06,Sweatshirt,Casual Wear,22,48,300,1056,0,3,2
2025-02-07,Sweatshirt,Casual Wear,25,48,275,1200,0,4,2
2025-02-08,Sweatshirt,Casual Wear,34,48,241,1632,1,5,2
2025-02-09,Sweatshirt,Casual Wear,35,48,206,1680,0,6,2
2025-02-10,Sweatshirt,Casual Wear,21,48,185,1008,0,0,2
2025-02-11,Sweatshirt,Casual Wear,19,48,166,912,0,1,2
2025-02-12,Sweatshirt,Casual Wear,28,48,138,1344,0,2,2
2025-02-13,Sweatshirt,Casual Wear,28,48,110,1344,0,3,2
2025-02-14,Sweatshirt,Casual Wear,24,48,86,1152,0,4,2
2025-02-15,Sweatshirt,Casual Wear,29,48,316,1392,0,5,2
2025-02-16,Sweatshirt,Casual Wear,29,48,287,1392,0,6,2
2025-02-17,Sweatshirt,Casual Wear,21,48,266,1008,0,0,2
2025-02-18,Sweatshirt,Casual Wear,25,48,241,1200,0,1,2
2025-02-19,Sweatshirt,Casual Wear,20,48,221,960,0,2,2
2025-02-20,Sweatshirt,Casual Wear,22,48,199,1056,0,3,2
2025-02-21,Sweatshirt,Casual Wear,29,48,170,1392,0,4,2
2025-02-22,Sweatshirt,Casual Wear,28,48,142,1344,0,5,2
2025-02-23,Sweatshirt,Casual Wear,25,48,117,1200,0,6,2
2025-02-24,Sweatshirt,Casual Wear,27,48,90,1296,1,0,2
2025-02-25,Sweatshirt,Casual Wear,29,48,332,1392,0,1,2
2025-02-26,Sweatshirt,Casual Wear,24,48,308,1152,0,2,2
2025-02-27,Sweatshirt,Casual Wear,25,48,283,1200,0,3,2
2025-02-28,Sweatshirt,Casual Wear,21,48,262,1008,0,4,2
2025-03-01,Sweatshirt,Casual Wear,26,48,236,1248,0,5,3
2025-03-02,Sweatshirt,Casual Wear,31,48,205,1488,0,6,3
2025-03-03,Sweatshirt,Casual Wear,21,48,184,1008,0,0,3
2025-03-04,Sweatshirt,Casual Wear,25,48,159,1200,0,1,3
2025-03-05,Sweatshirt,Casual Wear,19,48,140,912,0,2,3
2025-03-06,Sweatshirt,Casual Wear,22,48,118,1056,0,3,3
2025-03-07,Sweatshirt,Casual Wear,25,48,93,1200,0,4,3
2025-03-08,Sweatshirt,Casual Wear,26,48,385,1248,0,5,3
2025-03-09,Sweatshirt,Casual Wear,43,48,342,2064,1,6,3
2025-03-10,Sweatshirt,Casual Wear,24,48,318,1152,0,0,3
2025-03-11,Sweatshirt,Casual Wear,22,48,296,1056,0,1,3
2025-03-12,Sweatshirt,Casual Wear,24,48,272,1152,1,2,3
2025-03-13,Sweatshirt,Casual Wear,26,48,246,1248,0,3,3
2025-03-14,Sweatshirt,Casual Wear,28,48,218,1344,0,4,3
2025-03-15,Sweatshirt,Casual Wear,30,48,188,1440,0,5,3
2025-03-16,Sweatshirt,Casual Wear,31,48,157,1488,0,6,3
2025-03-17,Sweatshirt,Casual Wear,20,48,137,960,0,0,3
